,ngram
4793,은 가족
4794,은 가족 들
4795,은 공감대
4796,은 공감대 바탕
4797,은 마음
4798,은 물건
4799,은 물건 이
4800,은 바닥
4801,은 바닥 에
4802,은 벽 이
4803,은 사람 이
4804,은 삶
4805,은 삶 을
4806,은 셰익스피어
4807,은 셰익스피어 를
4808,은 시절
4809,은 시절 부터
4810,은 연극
4811,은 연극 이
4812,은 영화
4813,은 영화 를
4814,은 인기
4815,은 인기 를
4816,은 자연
4817,은 자연 학습
4818,은 장기
4819,은 장기 하나
4820,은 책
4821,은 책 이
4822,은 측면
4823,은 측면 이
4824,은 편
4825,은 편 이
4826,은 호감
4827,은 가장
4828,은 가장 친근
4829,은 결코
4830,은 결코 쓰러지
4831,은 구체
4832,은 구체 적
4833,은 궁전
4834,은 궁전 집
4835,은 꽃잎
4836,은 꽃잎 처럼
4837,은 녹아내리
4838,은 다른
4839,은 다른 곳
4840,은 들
4841,은 들 지
4842,은 벌
4843,은 북한
4844,은 북한 을
4845,은 사람
4846,은 사람 의
4847,은 사실
4848,은 사실 이
4849,은 아니 지만
4850,은 알
4851,은 알 고
4852,은 우리
4853,은 우리 들
4854,은 있
4855,은 자아
4856,은 자아 실현
4857,은 장
4858,은 장 터
4859,은 저절로
4860,은 저절로 물러가
4861,은 좀
4862,은 좀 들
4863,은은
4864,은은 하
4865,은혜
4866,은혜 를
4867,은혜 를 베풀
4868,을 것 과
4869,을 것 으로
4870,을 계획
4871,을 계획 이
4872,을 때
4873,을 때 경보
4874,을 수 없
4875,을 필요 는
4876,을
4877,을 가르치 
4878,을 강화
4879,을 강화 하
4880,을 갖
4881,을 갖 게
4882,을 갖추
4883,을 같이
4884,을 같이 하
4885,을 개선
4886,을 개선 하
4887,을 객관
4888,을 객관 화
4889,을 거두
4890,을 걸
4891,을 걸 어
4892,을 결집
4893,을 결집 하
4894,을 공급
4895,을 공급 하
4896,을 공유
4897,을 공유 하
4898,을 교육
4899,을 교육 받
4900,을 극복
4901,을 극복 하
4902,을 기대
4903,을 기대 하
4904,을 깨
4905,을 깨 고
4906,을 깨닫 게
4907,을 꼼꼼
4908,을 꼼꼼 하
4909,을 끊
4910,을 끌
4911,을 끌어당기
4912,을 끝
4913,을 끝 까지
4914,을 나누 어
4915,을 나름
4916,을 나름 대로
4917,을 나타내
4918,을 내 는
4919,을 내놓
4920,을 내놓 는
4921,을 넘어서
4922,을 넘어서 었
4923,을 높이
4924,을 높이 들
4925,을 높이
4926,을 느끼
4927,을 늦추
4928,을 늦추 지
4929,을 다
4930,을 다 하
4931,을 다시
4932,을 다시 복습
4933,을 다시금
4934,을 다시금 절감
4935,을 다지
4936,을 다지 고
4937,을 단행
4938,을 담
4939,을 더
4940,을 더 지니
4941,을 더 하
4942,을 덜
4943,을 덜 어
4944,을 되살리
4945,을 되찾
4946,을 되찾 아
4947,을 떠나
4948,을 떠나 지
4949,을 떠오르
4950,을 떠오르 게
4951,을 떨
4952,을 떨 거나
4953,을 뜻
4954,을 뜻 하
4955,을 막 는
4956,을 만나
4957,을 만나 
4958,을 만들
4959,을 만들 는
4960,을 만들 어
4961,을 만들 었
4962,을 말
4963,을 말 하
4964,을 맞추
4965,을 메우
4966,을 모으
4967,을 모으 아
4968,을 모으 았
4969,을 바꾸
4970,을 바꾸 려는
4971,을 받
4972,을 발표
4973,을 발표 하
4974,을 밝히
4975,을 방불
4976,을 방불 하
4977,을 방지
4978,을 백천
4979,을 백천 번
4980,을 버팅기
4981,을 버팅기 게
4982,을 벗
4983,을 보장
4984,을 보장 받
4985,을 불러들이
4986,을 불러일으키
4987,을 빚
4988,을 빚 었
4989,을 빼
4990,을 빼 는
4991,을 사로잡
4992,을 살
4993,을 석권
4994,을 석권 하
4995,을 선보이
4996,을 세우
4997,을 세우 어
4998,을 수없이
4999,을 수없이 염하
5000,을 시도
5001,을 시도 하
5002,을 쏟
5003,을 쓰
5004,을 쓰 
5005,을 쓰 어
5006,을 아끼
5007,을 아끼 어
5008,을 알
5009,을 알리
5010,을 앓 기
5011,을 약화
5012,을 약화 시키
5013,을 어루만지
5014,을 얻
5015,을 얻 은
5016,을 열
5017,을 열 어야
5018,을 열 었
5019,을 올리
5020,을 올리 게
5021,을 위하
5022,을 위하 아
5023,을 이야기
5024,을 이야기 하
5025,을 이용
5026,을 이용 하
5027,을 입
5028,을 입 자
5029,을 자극
5030,을 자극 하
5031,을 잡
5032,을 전시
5033,을 전시 하
5034,을 전하
5035,을 정하
5036,을 조절
5037,을 지르
5038,을 지원
5039,을 지원 하
5040,을 지키
5041,을 지키 어
5042,을 지향
5043,을 지향 하
5044,을 찾
5045,을 찾 지
5046,을 촉구 하
5047,을 추
5048,을 추구
5049,을 추구 하
5050,을 치
5051,을 치유
5052,을 치유 하
5053,을 키우
5054,을 키우 어
5055,을 타
5056,을 택하
5057,을 털
5058,을 피우
5059,을 하
5060,을 하 다
5061,을 하 는
5062,을 하 든
5063,을 한데
5064,을 한데 모으
5065,을 함께 가지
5066,을 확인
5067,을 확인 하
5068,을 활성
5069,을 활성 화
5070,을 흘려주
5071,을 흡수
5072,을 흡수 하
5073,음산
5074,음산 하
5075,음산 하 
5076,음습
5077,음습 하
5078,음악 과
5079,음악 과 영화
5080,음악 은 가장
5081,응하
5082,의
5083,의 강렬
5084,의 강렬 하
5085,의 거푸집
5086,의 거푸집 속
5087,의 결
5088,의 경험
5089,의 경험 이
5090,의 곁
5091,의 곁 으로
5092,의 곁 을
5093,의 고달프
5094,의 고달프 
5095,의 고향
5096,의 고향 으로
5097,의 골절
5098,의 골절 되
5099,의 과제 가
5100,의 광활
5101,의 광활 하
5102,의 국제
5103,의 국제 무용
5104,의 근본
5105,의 근본 은
5106,의 긴박
5107,의 긴박 하
5108,의 길
5109,의 길 을
5110,의 꿈
5111,의 꿈 이
5112,의 나이
5113,의 나이 를
5114,의 노력
5115,의 노력 을
5116,의 다른
5117,의 다른 이름
5118,의 다양
5119,의 다양 성
5120,의 도입
5121,의 도입 으로
5122,의 돈
5123,의 마음
5124,의 마음 에
5125,의 마음 의
5126,의 면모
5127,의 면모 는
5128,의 박수
5129,의 박수 와
5130,의 반
5131,의 반 만큼
5132,의 반 의
5133,의 법칙
5134,의 벽
5135,의 벽 을
5136,의 보건
5137,의 보건 요원
5138,의 비밀
5139,의 비밀 작법
5140,의 사랑
5141,의 사랑 은
5142,의 사회
5143,의 사회 적
5144,의 상징
5145,의 색깔
5146,의 색깔 로
5147,의 선
5148,의 선 과
5149,의 성금
5150,의 성금 을
5151,의 세계
5152,의 세계 가
5153,의 세계 를
5154,의 세계 속
5155,의 세대
5156,의 세대 들
5157,의 소설
5158,의 소설 들
5159,의 속도
5160,의 속도 와
5161,의 손
5162,의 손 으로
5163,의 숲
5164,의 숲 을
5165,의 시대
5166,의 시대 로
5167,의 신기
5168,의 신기 가
5169,의 실정
5170,의 실정 에
5171,의 아이
5172,의 아이 들
5173,의 아픔 을
5174,의 안무가
5175,의 여백
5176,의 여백 을
5177,의 여성
5178,의 여성 위원
5179,의 연기
5180,의 연기 연습
5181,의 열정
5182,의 영산
5183,의 예술 이
5184,의 울림
5185,의 울림 으로
5186,의 원천
5187,의 원천 이
5188,의 자동차
5189,의 자동차 등록
5190,의 자리
5191,의 자리 로
5192,의 자세
5193,의 자세 로
5194,의 자신만만
5195,의 자신만만 하
5196,의 자연
5197,의 자연 스럽
5198,의 저술
5199,의 적정
5200,의 적정 화
5201,의 전투
5202,의 전투 적
5203,의 절반
5204,의 절반 가격
5205,의 정기
5206,의 정기 를
5207,의 정서
5208,의 정서 를
5209,의 정취
5210,의 정취 가
5211,의 주류
5212,의 주류 이
5213,의 주체
5214,의 주체 성
5215,의 중요
5216,의 중요 하
5217,의 즐겁
5218,의 즐겁 
5219,의 지갑
5220,의 지갑 을
5221,의 지진
5222,의 지휘자
5223,의 지휘자 상
5224,의 최고
5225,의 최고 배우
5226,의 특성
5227,의 편리
5228,의 편리 하
5229,의 풍성
5230,의 풍성 하
5231,의 한가
5232,의 한가 롭
5233,의 행사
5234,의 행사 이
5235,의 현실
5236,의 현실 성
5237,의 현재
5238,의 현재 성
5239,의 형제
5240,의 형제 의
5241,의 확대
5242,의 확대 형
5243,의 활기
5244,의 회화
5245,의 회화 적
5246,의 흥행
5247,의 흥행 기록
5248,의 힘
5249,의 힘 을
5250,의견
5251,의견 을
5252,의견 을 모으
5253,의견 이
5254,의견 이 나오
5255,의도
5256,의도 가
5257,의도 가 작용
5258,의도 를
5259,의도 를 더
5260,의무
5261,의무 가
5262,의무 가 있
5263,의미
5264,의미 가
5265,의미 가 막대
5266,의미 있
5267,의미 있 는
5268,의식 적
5269,의식 적 흥취
5270,의외
5271,의외 의
5272,의외 의 한가
5273,의존
5274,의존 성
5275,의지 하
5276,이
5277,이 새
5278,이 새 도록
5279,이 되
5280,이 되 
5281,이 되 는
5282,이 되 시다
5283,이 가
5284,이 가 기
5285,이 각별
5286,이 각별 하
5287,이 거세
5288,이 거의
5289,이 거의 없
5290,이 골고루
5291,이 골고루 녹
5292,이 공존
5293,이 공존 의
5294,이 공포
5295,이 공포 와
5296,이 관람객
5297,이 관람객 을
5298,이 구별
5299,이 구별 이
5300,이 그치
5301,이 그치 
5302,이 기쁘
5303,이 기쁘 게
5304,이 깃들
5305,이 나
5306,이 나 기
5307,이 나오
5308,이 나오 면
5309,이 나오 아야
5310,이 날카롭
5311,이 넓
5312,이 넓 어
5313,이 높
5314,이 높 지요
5315,이 늘어나
5316,이 다
5317,이 다 과거
5318,이 다 하
5319,이 다시
5320,이 다시 쓰
5321,이 다양
5322,이 다양 하
5323,이 달라지
5324,이 달라지 
5325,이 대표
5326,이 대표 적
5327,이 더
5328,이 더 뜻
5329,이 더욱
5330,이 더욱 도드라지
5331,이 도움
5332,이 도움 이
5333,이 돋보이
5334,이 두드러지
5335,이 드물
5336,이 드물 어서
5337,이 들
5338,이 뛰
5339,이 많이 몰리
5340,이 매우
5341,이 매우 적
5342,이 머리
5343,이 머리 에
5344,이 모으
5345,이 모으 아
5346,이 무엇
5347,이 무엇 을
5348,이 뭐
5349,이 뭐 가
5350,이 뭐 대단
5351,이 배
5352,이 번식
5353,이 번식 하
5354,이 벌어지 듯
5355,이 부르트
5356,이 부르트 고
5357,이 불
5358,이 비슷
5359,이 비슷 하
5360,이 빠르
5361,이 상쾌
5362,이 상쾌 하
5363,이 새롭
5364,이 새롭 게
5365,이 쉽
5366,이 쉽 게
5367,이 시집
5368,이 시집 갈피
5369,이 쏟아지
5370,이 쏠리
5371,이 쏴아아
5372,이 쏴아아 열리
5373,이 안 되
5374,이 알
5375,이 알 게
5376,이 없이
5377,이 여물
5378,이 여물 
5379,이 일반
5380,이 일반 화
5381,이 있
5382,이 전국
5383,이 전국 적
5384,이 전시장
5385,이 전시장 으로
5386,이 접근
5387,이 접근 하
5388,이 제대로
5389,이 제대로 보이
5390,이 존재
5391,이 존재 하
5392,이 좋
5393,이 좋 아
5394,이 좋 았
5395,이 찾아오
5396,이 충실
5397,이 충실 하
5398,이 치열
5399,이 치열 하
5400,이 텍스트
5401,이 텍스트 가
5402,이 팔리
5403,이 함께
5404,이 함께 하
5405,이 항생
5406,이 항생 물질
5407,이 허물
5408,이 허물 어
5409,이 환하
5410,이 환하 아
5411,이 상쾌
5412,이 상쾌 하
5413,이 집
5414,이 집 은
5415,이 행사
5416,이 행사 를
5417,이
5418,이 들
5419,이 들 기능
5420,이 를 피하
5421,이 에
5422,이 에 따르
5423,이
5424,이 겠
5425,이 겠 느냐고
5426,이 고
5427,이 고 예술
5428,이 고 존재
5429,이 
5430,이  논쟁점
5431,이  면
5432,이  사랑
5433,이  선진국
5434,이  성과물
5435,이  영감
5436,이  인기
5437,이  태도
5438,이  특징
5439,이  풍물
5440,이 들
5441,이 들 뚫
5442,이 냐
5443,이 든
5444,이 든지 자유
5445,이  것
5446,이 라고
5447,이 라고 단정
5448,이 라고 하
5449,이 라는 이상
5450,이 며
5451,이 며 거울
5452,이 며 주전자
5453,이 면서
5454,이 면서 도
5455,이 면서 만화
5456,이 니다
5457,이 었
5458,이 었 고
5459,이 었 습니다
5460,이끌
5461,이끌 어
5462,이끌 어 가
5463,이나 생각
5464,이나 생각 을
5465,이념
5466,이념 적
5467,이념 적 공백
5468,이라고 밝히
5469,이런
5470,이런 깨우치
5471,이런 깨우치 
5472,이런 깨치
5473,이런 깨치 
5474,이런 성향
5475,이런 성향 의도
5476,이런저런
5477,이런저런 얘기
5478,이런저런 얘기 들
5479,이롭
5480,이루
5481,이루 
5482,이루  성과
5483,이름나
5484,이름나 
5485,이리
5486,이리 사랑
5487,이리 사랑 하
5488,이목
5489,이미
5490,이미 동료
5491,이미 동료 상담
5492,이미 예상
5493,이미 예상 되
5494,이벤트
5495,이벤트 가
5496,이벤트 가 어우러지
5497,이벤트 이
5498,이상 에
5499,이상 에 부합
5500,이상 확실
5501,이상 확실 하
5502,이색
5503,이색 적
5504,이색 적 이
5505,이야기
5506,이야기 를
5507,이야기 를 나누
5508,이야기 를 풀
5509,이야기 하
5510,이어지
5511,이역만리
5512,이역만리 에서
5513,이역만리 에서 억울
5514,이용
5515,이용 가치
5516,이용 가치 가
5517,이용 하
5518,이용 하 면
5519,이용법
5520,이용법 을
5521,이용법 을 교육
5522,이유 이 고
5523,이전
5524,이전 부터
5525,이전 부터 여성
5526,이제 다시
5527,이제 다시 새롭
5528,이제
5529,이제 
5530,이제  근절
5531,이제 부터 
5532,이채
5533,이채 롭
5534,이치
5535,이한탁
5536,이한탁 씨
5537,이해득실
5538,이해득실 을
5539,이해득실 을 꼼꼼
5540,익살
5541,익살 스럽
5542,익숙
5543,익숙 하
5544,익숙 하 
5545,익숙 하 아
5546,인
5547,인 하
5548,인 하 
5549,인간 답
5550,인간 들
5551,인간 들 보다
5552,인간애
5553,인권
5554,인기
5555,인기 가도
5556,인기 가도 를
5557,인기 높
5558,인기 를
5559,인기 를 끌
5560,인기 를 누리
5561,인기 를 모으
5562,인기 를 얻
5563,인기 이
5564,인기작
5565,인상
5566,인상 적
5567,인상 적 이
5568,인생 을
5569,인생 을 한데
5570,인식
5571,인식 등
5572,인식 등 을
5573,인식 을
5574,인식 을 같이
5575,인식 의
5576,인식 의 세계
5577,인식 이
5578,인식 이 새롭
5579,인원 의
5580,인정
5581,인정 을
5582,인정 을 받
5583,인정 하
5584,인정받
5585,일 아니
5586,일 아니 니까
5587,일 이 없이
5588,일 이 겠
5589,일 하
5590,일 하 겠
5591,일관
5592,일관 되
5593,일반 화
5594,일반 화 하
5595,일본
5596,일본 과
5597,일본 과 미국
5598,일본 유수
5599,일본 유수 의
5600,일체
5601,일체 의
5602,일체 의 사회
5603,일치
5604,읽 게
5605,읽 게 쓰
5606,읽 으면
5607,읽 으면 전혀
5608,읽히
5609,잃어버리
5610,잃어버리 
5611,잃어버리  자아
5612,임금
5613,임금 남성
5614,임금 남성 의
5615,임금 노동자
5616,임금 노동자 가
5617,임금 심위
5618,임금 심위 에
5619,임금 의
5620,임금 의 적정
5621,임금제
5622,임금제 의
5623,임금제 의 도입
5624,임산물
5625,임하
5626,입 을
5627,입 을 모으
5628,입
5629,입 는
5630,입 는 남성
5631,입 자
5632,입력
5633,입력 되
5634,입력 되 
5635,입술 이
5636,입술 이 부르트
5637,있
5638,있 는
5639,있 는 이한탁
5640,있 게
5641,있 게 기회
5642,있 게 하
5643,있 기
5644,있 기 를
5645,있 나
5646,있 는
5647,있 는 것
5648,있 는 기회
5649,있 는 미화원
5650,있 는 연극
5651,있 는 일
5652,있 는지
5653,있 는지 좀
5654,있 다
5655,있 다는
5656,있 다는 보람
5657,있 다는데
5658,있 다는데 작
5659,있 었
5660,있 었 다
5661,있 었 습니다
5662,있 음
5663,있 는 터번
5664,있 다
5665,있 어 균
5666,있 었
5667,있 었 습니다
5668,있 었 지만
5669,잊히
5670,잊히 어
5671,잊히 어 지
5672,자고 의견
5673,자고 의견 을
5674,자구책
5675,자구책 움직임
5676,자그맣
5677,자극
5678,자극 성
5679,자극 성 이
5680,자극 하
5681,자긍
5682,자긍심
5683,자기 들
5684,자기 들 의
5685,자기 와
5686,자기 와 현실
5687,자녀
5688,자녀 결혼식
5689,자녀 결혼식 에
5690,자동차
5691,자동차 등록
5692,자동차 등록 대수
5693,자랑
5694,자랑 스럽
5695,자랑 스럽 게
5696,자랑스레
5697,자리
5698,자리 로
5699,자리 로 돌아오
5700,자리 를
5701,자리 를 잡아가
5702,자리 에서
5703,자리 잡
5704,자비
5705,자비 롭
5706,자상
5707,자상 하
5708,자세
5709,자세 로
5710,자세 로 임하
5711,자세히
5712,자세히 소개
5713,자세히 소개 하
5714,자신 을
5715,자신 을 상실
5716,자신 의
5717,자신 의 나이
5718,자신 의 세계
5719,자신만만
5720,자신만만 하
5721,자신만만 하 
5722,자아
5723,자아 실현
5724,자아 실현 을
5725,자아 와
5726,자아 와 삶
5727,자아내
5728,자아내 기
5729,자아내 기 에
5730,자연
5731,자연 과
5732,자연 과 예술
5733,자연 스럽
5734,자연 스럽 게
5735,자연 스럽 
5736,자연 학습
5737,자연 학습 기회
5738,자원
5739,자원 봉사자
5740,자유
5741,자유 로
5742,자유 로 바꾸
5743,자유 롭
5744,자유 롭 게
5745,자주
5746,자주 하
5747,자주 하 고
5748,작 은 장기
5749,작가
5750,작가 상
5751,작가 이
5752,작곡가
5753,작곡가 연구
5754,작곡가 연구 를
5755,작법
5756,작법 이
5757,작법 이 다
5758,작용
5759,작용 하
5760,작전
5761,작전 계획
5762,작품 은
5763,작품 은 아니
5764,잔뼈
5765,잔뼈 가
5766,잔뼈 가 굵
5767,잔치
5768,잔치상
5769,잔치상 을
5770,잔치상 을 받
5771,잔치판
5772,잔털
5773,잔털 발생
5774,잔털 발생 이
5775,잘
5776,잘 결속
5777,잘 결속 하
5778,잘 알리
5779,잘 알리 어
5780,잘 입
5781,잘 입 는
5782,잘 하
5783,잡아가
5784,잡히
5785,장
5786,장 터
5787,장 터 에
5788,장기 하나
5789,장기 하나 기증
5790,장난
5791,장난 을
5792,장난 을 치
5793,장담
5794,장담 하
5795,장담 하 
5796,장대
5797,장대 하
5798,장래
5799,장래 를
5800,장래 를 촉망
5801,장사진
5802,장사진 을
5803,장사진 을 이루
5804,장엄
5805,장엄 하
5806,장점
5807,장점 으로
5808,장점 으로 활용
5809,재 평가
5810,재미
5811,재미 가
5812,재미 가 쏠쏠
5813,재미 가 있
5814,재미 로
5815,재미 로 눈길
5816,재미 를
5817,재미 를 보
5818,재미있
5819,재잘대
5820,재주 많
5821,재현
5822,재현 하
5823,쟁쟁
5824,쟁쟁 하
5825,저 도
5826,저 도 그
5827,저 임금
5828,저 임금 노동자
5829,저술
5830,저절로
5831,저절로 물러가
5832,저절로 생기
5833,저절로 생기 니다
5834,저지르 어라
5835,적
5836,적 가치
5837,적 가치 체계
5838,적 경직
5839,적 경직 성
5840,적 공백
5841,적 공백 을
5842,적 관심
5843,적 명징
5844,적 명징 하
5845,적 부가
5846,적 부가 가치
5847,적 성취
5848,적 영혼
5849,적 영혼 에
5850,적 운치
5851,적 으로
5852,적 으로 강화
5853,적 으로 권
5854,적 으로 돕
5855,적 으로 뛰
5856,적 으로 신속히
5857,적 으로 실현
5858,적 으로 연기
5859,적 으로 유명
5860,적 으로 자리
5861,적 으로 증명
5862,적 으로 해결
5863,적 으로 확산
5864,적 이
5865,적 이 고
5866,적 이 
5867,적 이 면서
5868,적 인식
5869,적 인식 의
5870,적 자유
5871,적 재미
5872,적 지지
5873,적 지지 를
5874,적 질병
5875,적 질병 을
5876,적 타협
5877,적 타협 자세
5878,적 틀
5879,적 틀 로
5880,적 편견
5881,적 평론가
5882,적 평론가 의
5883,적 흥취
5884,적격
5885,적격 이
5886,적극
5887,적극 검토
5888,적극 검토 하
5889,적극 나서
5890,적극 적
5891,적극 적 으로
5892,적극 적 이
5893,적극 참여
5894,적극 추천
5895,적극 추천 하
5896,적당
5897,적당 하
5898,적도
5899,적도 보다
5900,적도 보다 뜨겁
5901,적응력 이 빠르
5902,적절
5903,적절 하
5904,적정
5905,적정 화
5906,적합
5907,적합 하
5908,전념
5909,전념 하
5910,전례 없
5911,전망
5912,전문
5913,전문 자원
5914,전문 자원 봉사자
5915,전문 적
5916,전문 적 으로
5917,전문가
5918,전문가 집단
5919,전문가 집단 이
5920,전반
5921,전반 적
5922,전반 적 이
5923,전시
5924,전시 하
5925,전시 하 아
5926,전시장
5927,전시장 으로
5928,전시장 으로 변하
5929,전제
5930,전제 조건
5931,전제 조건 이
5932,전통
5933,전통 문화
5934,전통 문화 의
5935,전투
5936,전투 적
5937,전투 적 평론가
5938,전하
5939,전하 다고
5940,전하 다고 생각
5941,전혀
5942,전혀 거리낌
5943,전혀 거리낌 없이
5944,전혀 다르
5945,전혀 다르 
5946,전혀 다른
5947,전혀 다른 모습
5948,전혀 아랑곳
5949,전혀 아랑곳 하
5950,전화
5951,전화 를
5952,전화 를 걸
5953,전화 번호
5954,전화 번호 에
5955,전화기
5956,전화기 와
5957,절대 나아가
5958,절대 나아가 지
5959,절대 정숙
5960,절대 정숙 의
5961,절대주의
5962,절대주의 에서
5963,절대주의 에서 벗어나
5964,절도
5965,절도 있
5966,절로
5967,절로 신
5968,절로 신 이
5969,절반
5970,절반 가격
5971,절실히
5972,절실히 요청
5973,절실히 요청 되
5974,젊
5975,젊 게
5976,젊 게 살
5977,젊 은 시절
5978,젊음
5979,젊음 의
5980,젊음 의 열정
5981,점 들
5982,점 들 이
5983,점잖
5984,점진
5985,점진 적
5986,점진 적 이
5987,접근
5988,접근 하
5989,접근 하 
5990,정겹
5991,정겹 고
5992,정겹 고 익숙
5993,정교
5994,정교 하
5995,정기
5996,정기 를
5997,정기 를 듬뿍
5998,정도 노래
5999,정도 노래 연습
6000,정도 떨어지
6001,정도 떨어지 
6002,정도 싸
6003,정도 싸 
6004,정도 확보
6005,정도 확보 하
6006,정도 확신
6007,정도 확신 하
6008,정리
6009,정리 하
6010,정리 하 고
6011,정말
6012,정말 감사
6013,정말 감사 하
6014,정말 꿈
6015,정말 꿈 만
6016,정말 좋아하
6017,정보
6018,정보 화
6019,정보 화 마인드
6020,정부
6021,정부 가
6022,정부 가 삼위일체
6023,정상
6024,정상 급
6025,정상 화
6026,정서
6027,정서 를
6028,정서 를 살리
6029,정성껏
6030,정성껏 봉양
6031,정성껏 봉양 하
6032,정숙
6033,정숙 의
6034,정숙 의 세계
6035,정신 의
6036,정신 의 풍성
6037,정신 이
6038,정신 이 팔리
6039,정신 적 성취
6040,정착
6041,정착 되
6042,정착 시키
6043,정착 시키 기
6044,정책 적
6045,정책 적 관심
6046,정취
6047,정취 가
6048,정취 가 살아나
6049,정하
6050,정화
6051,정화 만
6052,정화 만 을
6053,젖 을
6054,젖 을 흘려주
6055,제
6056,제공
6057,제공 하
6058,제대로 보이
6059,제대로 정착
6060,제대로 정착 되
6061,제수
6062,제수 용품
6063,제수 용품 싸
6064,제시
6065,제시 하
6066,제안
6067,제안 하
6068,제재
6069,제재 를
6070,제재 를 풀
6071,제치
6072,제치 어
6073,제치 어 버리
6074,제품 이
6075,제품 이 나오
6076,조각가
6077,조각가 들
6078,조각가 들 의
6079,조건
6080,조건 이
6081,조건 적
6082,조건 적 이
6083,조금
6084,조금 도
6085,조금 도 떨어지
6086,조금 도 무겁
6087,조금 만
6088,조금 만 참
6089,조류
6090,조리기
6091,조리기 보다
6092,조리기 보다 간편
6093,조명
6094,조명 과
6095,조명 과 카메라
6096,조명 하
6097,조속
6098,조속 하
6099,조속 하 
6100,조언
6101,조언 을
6102,조언 을 내놓
6103,조언 을 하
6104,조언 이
6105,조언 하
6106,조절
6107,조화
6108,조화 롭
6109,조화 롭 게
6110,존경
6111,존경 하
6112,존귀
6113,존재
6114,존재 이유
6115,존재 이유 이
6116,존재 하
6117,존재 하 다는
6118,존중
6119,존중 하
6120,좀
6121,좀 내놓
6122,좀 내놓 으라고
6123,좀 더
6124,좀 더 가까이
6125,좀 더 많
6126,좀 더 상세
6127,좀 들
6128,좀 들 지만
6129,종류
6130,종류 가
6131,종류 가 많
6132,좋
6133,좋 습니까
6134,좋 아
6135,좋 아 지
6136,좋 아 하
6137,좋 아서
6138,좋 아서 하
6139,좋 았
6140,좋 았 어요
6141,좋 은
6142,좋 은 물건
6143,좋 은 자연
6144,좋 은 책
6145,좋아하
6146,좋아하 는
6147,좋아하 는 책
6148,죠
6149,주
6150,주 고
6151,주 고 또는
6152,주 는 것
6153,주
6154,주 는
6155,주 는 버팀목
6156,주 니
6157,주 며
6158,주 며 반짝이
6159,주간
6160,주간 순수익
6161,주간 순수익 은
6162,주검
6163,주검 들
6164,주검 들 을
6165,주례
6166,주례 를
6167,주례 를 서
6168,주류
6169,주류 이
6170,주류 이 라고
6171,주목 받
6172,주문
6173,주문 이
6174,주변
6175,주변 사람
6176,주변 사람 들
6177,주선
6178,주선 하
6179,주어지
6180,주어지 
6181,주어지  개념
6182,주장
6183,주장 도
6184,주장 도 덧붙이
6185,주장 이
6186,주장 하
6187,주장 하 아
6188,주저
6189,주저 하
6190,주저 하 지
6191,주전자
6192,주전자 들
6193,주전자 들 이
6194,주창
6195,주창 하
6196,주체
6197,주체 농법
6198,주체 농법 을
6199,주체 성
6200,주체 성 을
6201,주체 적
6202,주체 적 으로
6203,죽 은
6204,죽 은 셰익스피어
6205,준비
6206,준비 중
6207,준비 중 이
6208,준비 하
6209,준수
6210,준수 하
6211,준엄
6212,준엄 하
6213,줄
6214,줄 어
6215,줄 어 들
6216,줄이
6217,줄이 
6218,줄이  수
6219,중
6220,중 소일
6221,중 소일 을
6222,중 이
6223,중고
6224,중고 등산
6225,중고 등산 용품
6226,중국 과
6227,중국 과 전통
6228,중심
6229,중심 에서
6230,중심 에서 벗어나
6231,중앙
6232,중앙 집중
6233,중앙 집중 화
6234,중요
6235,중요 성
6236,중요 하
6237,중요 하 
6238,중요
6239,중요 하
6240,중요
6241,중요 하
6242,중요 하 
6243,중요 하 
6244,중점
6245,중점 적
6246,중점 적 으로
6247,중주단
6248,중주단 을
6249,중주단 을 만들
6250,쥐
6251,쥐 
6252,쥐  수
6253,즐거움
6254,즐거움 을
6255,즐거움 을 자극
6256,즐겁
6257,즐겁 게
6258,즐겁 게 만들
6259,즐겁 
6260,즐겁  잔치
6261,즐기
6262,즐기 
6263,즐기  수
6264,즐기 어
6265,즐기 어 하
6266,증명
6267,증명 하
6268,증명 하 아
6269,지 말
6270,지 말 아야
6271,지 못하 겠
6272,지 못하 
6273,지 않 고
6274,지 않 기
6275,지 않 는다
6276,지 않 습니다
6277,지 않 으면
6278,지 적 이
6279,지
6280,지 
6281,지  작가
6282,지  평론가
6283,지 
6284,지  수
6285,지 면
6286,지 면 어둠
6287,지 었
6288,지 었 다
6289,지갑
6290,지갑 을
6291,지갑 을 털
6292,지금 이용
6293,지금 이용 가치
6294,지나 
6295,지난번
6296,지난번 보다
6297,지난번 보다 마음
6298,지니
6299,지니 게
6300,지니 게 되
6301,지르
6302,지만 연극
6303,지만 연극 이
6304,지만 이
6305,지만 이 상쾌
6306,지만 지나
6307,지만 지나 
6308,지망
6309,지망 하
6310,지방 산
6311,지방 산 포도주
6312,지속 적
6313,지속 적 으로
6314,지식 과
6315,지식 과 경험
6316,지원 하
6317,지원 하 고
6318,지원자
6319,지원자 늘
6320,지원자 늘 었
6321,지위
6322,지위 를
6323,지위 를 고양
6324,지정
6325,지지
6326,지지 를
6327,지지 를 받
6328,지지 서명
6329,지지 서명 에
6330,지진
6331,지키
6332,지키 
6333,지키  수
6334,지키 어
6335,지키 어 주
6336,지향
6337,지향 점
6338,지향 점 들
6339,지향 하
6340,지혜
6341,지휘자
6342,지휘자 상
