ngram,hawkish,dovish
자본 분류,1,0
전문 딜러 참여 경쟁입찰 방식,0,1
일 일본 도쿄,1,0
과정 과도,0,1
부연 미국,0,1
민평 기준 장내 국고채,1,0
올해 금리 인하 횟수,1,0
현물 ETF 자금,1,0
거래 체결 금리,1,0
디스플레이 시장,0,1
금리 인하 올해 분기,1,0
강세 여전,0,1
돌파 달러엔 환율,1,0
새롭 레벨,0,1
미국 소비자 물가지수 예상치 상회,1,0
기준금리 인하 기대 축소,0,1
분기 인도량,0,1
약세 진정세,1,0
미연준의장 발언,1,0
발표 전년 동기 대비,1,0
선 가격,0,1
인도량 감소,1,0
장 미국 경기,0,1
실업률 평균 최저치 포인트,0,1
나스닥 고점,0,1
모습 지수,0,1
강조 소비,0,1
체결 미결제약정 계약서 계약,1,0
환원 자사주,0,1
시장 장악,1,0
세계 최대 원유 수입국,1,0
시간외거래 하락,0,1
진공 긴급,0,1
한은 발간 통화신용정책보고서,1,0
레벨 자체,1,0
안정화 사업,0,1
비농업 고용 실업률,0,1
계속 견고 속도 확장,0,1
규모 판단,0,1
경제 성장률 전망치 기존 내년,0,1
의장 금리 인하 폭,1,0
중추 외교,1,0
일부 걱정,0,1
견고 상승세,1,0
채권 가격 금리 반대,0,1
강세 지지 환율,0,1
환매 금액,0,1
길 지속,1,0
채용 비율,0,1
상승 일부 반납,1,0
인플레이션 조정 실질,0,1
오후 기준 글로벌 국채 벤치마크,0,1
기준 하락 통화정책,0,2
글로벌 대란,1,0
현직 대통령,0,1
뉴욕증시 지수 하락,1,0
증가 주도,0,1
대비 기록 거래일 대비 마감,1,0
집 사업,1,0
물량 매도,1,0
장마감후 오후 미국 비농업,0,1
둔화 신호 금리,0,1
회복 흐름 점차 확대,1,0
만기 도래 원금 상환 없이,0,1
없이 최장 이내,0,1
상업 오피스,1,0
전용면적 가구 규모 조성,0,1
흐름 관련,0,1
금리차 역대,1,0
구매관리자지수 기록 전월 대비,0,1
업체 과당경쟁,1,0
일본은행 수익률곡선 제어 정책,1,0
장기 리스크,1,0
추진 수출,1,0
오프닝 기대,1,0
격차 확보,1,0
중간 값 기록,1,0
셔틀,1,0
사모 은행채,1,0
미국 경기 선행 지수 하락,1,0
사기 피해자 지원 주거 안정,0,1
결과 전원 금리동결,0,1
ETF 개인,0,1
전망 분기 영업이익,0,1
반도체 업황 개선 기대,1,0
위험 회피심리 확산,1,0
형태 전환,1,0
수주 전략,1,0
혼합형 금리 주택담보대출,2,0
말 언급,1,0
총책 씨,0,1
중국 국가 주석 연임,1,0
상승 원자재 가격 상승,1,0
연준의장 잭슨홀 미팅,0,1
수급 현황,0,1
금리 인상 주식,1,0
공시 시행,0,1
대내외 시장,1,0
거래대금 조기,1,0
철저 대비,0,1
금융 PF,0,1
탓 이날,0,1
벤처 투자액,1,0
미국 DC 브루킹스연구소,0,1
움직임 활발,1,0
프리미엄 높,1,0
완화 시점,0,1
내년 달러 규모,1,0
점 변수,0,1
가운데 경기 침체,0,1
현재 엔,1,0
정도 유도 대규모 금융 완화정책,1,0
대비 감소 미국,1,0
방식 정비,1,0
마감 이날 국채선물,1,0
반등 변동성,0,1
장기 고금리,1,0
모로코,1,0
엔화 표시 외평채,1,0
상승 압력 사진 환율 오전,1,0
브렌트유 가격 달러 배럴 달러,1,0
과도 변동 수단,0,1
신중 기조,0,1
소비자 물가 보고서,1,0
매장 리뉴얼,0,1
상승 마감 일 블루칩,1,0
연말 한산,0,1
연말 이벤트,1,0
경제 성장률 회복,0,1
저하 상황,1,0
상승세 대형주,0,1
상승 출발 국내 국고채 시장,1,0
원화 재원,1,0
전월 대비 보합 시장,0,1
동연 장회,0,1
통화정책 경제 활동 인플레이션,1,0
확신 제약 정책,0,1
물가 상승률 연속 상승,1,0
호가 집계 최근 물,0,1
최저 지난달,0,1
발언 추가 금리,1,0
발언 추가 금리 인상,1,0
미국 종목 이야기 빠르,0,1
대중 반도체,1,0
예상치 작,0,1
매수의견 유지 평균 목표주가 달러,0,1
주도 장세,0,1
크라운 호텔,0,1
계약 보증금,1,0
보험 손익,0,1
상회 가운데,0,1
내년 국고채 발행 규모,0,1
업황 전망 경기 전망,1,0
국채 금리 하락 증시,0,1
하락 장 초반,1,0
이어 분기 매출,1,0
경계감 국내,1,0
설명 외국인 투자자,0,1
너스 매각,1,0
약세 우위,0,1
대비 거래 개장 상승,0,1
동기 대비 상승 시장,1,0
상방 제한,1,0
코스피 내외 상승 출발,0,1
전 투자,0,1
인하 조건,0,1
일 환율 거래일,0,1
분기 분기 성장,1,0
규제비율 상회,1,0
일부 연방준비제도,1,0
연휴 직후,1,0
층 위치,0,1
상하이종합지수 전일 대비,1,0
격상,1,0
세대주,0,1
금리 사실,1,0
신청금,1,0
CCTV 설치,1,0
성업,0,1
강화 초점,1,0
투자 담당,1,0
도래 물량,1,0
가격 움직임,2,0
통화안정증권 정례 모집 실시 정보,0,1
의미 분석,0,1
국내 채권형펀드 수익률,1,0
전월 比 하락,1,0
달러화 움직임,1,0
시가총액 상위,0,1
인상 가능성 무게,0,1
코스피지수 전날,1,0
은행 제공,0,1
중국 정부 경기 부양,1,0
비용 제외,0,1
이하 과태료,0,1
언급 한편,1,0
말 은행 가계,0,1
기대감 분기,0,1
절박,0,1
미 달러화,1,0
규명,1,0
미국 분기 성장률,0,1
생애 최초 구입,0,1
회복 환율,0,2
상승 회사채,1,0
가격 거래일 연속,1,0
금 ETF,0,1
완화 효과,1,0
가계 부채 정책,1,0
금리 대출비중 지난해,1,0
필요성 높,1,0
출생,1,0
어렵 국내,1,0
정부 추가경정예산,0,1
기준금리 동결 총재,1,0
증가율 수준,0,1
약세 견인,0,1
일 평가,1,0
전망 밖,0,1
거시경제 환경,1,0
싱에,1,0
최대 특히,0,1
최대 온라인,0,1
뉴욕증시 강세 마감,1,0
인상 기대 달러,0,1
기록 시가총액상위종목,0,1
금융기관 위안화 대출 예금 기준금리,1,0
핵심 부동산,0,1
특보,1,0
거래량 올해,1,0
주요 도로,0,1
코너 오전 TV 투자전략,0,2
기록 런던 선물거래소 브렌트유,0,1
기준금리 격차,1,0
유가 강세,1,0
증권사 조사,1,0
전망 미국 연방준비제도의장,1,0
일 주식,0,1
감소 국제,0,1
전체 국내 주식형펀드,0,1
재무장관회의 그리스 구제금융,2,0
기준금리 사상 최저치 인하,0,1
상승 중형주,1,0
달러 강세 수출,0,1
이후 랠리,0,1
투자회사법,1,0
추가 수익 추구,1,0
분양 진행,0,1
전면 개편,1,0
국민연금 주주권,0,1
연준 관계자 금리,0,1
프로모션 실시,1,0
적자 달러 전월,0,1
기관 거래일 연속,0,1
적극적 정책,1,0
평균 배당수익률,1,0
단통법 시행,0,1
국회 한국은행,2,0
이코노미스트 역시,0,1
국민경제자문회의,0,1
소비세 인상 효과,0,1
부정적 관찰 대상,0,1
격전지,1,0
미국 연말,0,1
영향 크 전망,0,1
최저 금리 유지,1,0
편승,0,1
대환 상품,0,1
전망 총재,1,0
수준 거래,0,1
한국은행 실시,0,1
투신 계약 순매도 사흘,0,1
전일 대비 나스닥,1,0
은행업계,1,0
RP 입찰 지준,1,0
적수 일 평균,0,1
기업인수 합병,1,0
회담,0,1
이틀 연속 매수세,2,0
RP 대상,0,1
대상 증권 응찰,0,1
단어,1,0
전국은행연합회,1,0
매수 전환 만기 국채선물,1,0
한국인,1,0
가능성 존재,1,0
독일 증시,1,0
이후 외국 은행,0,1
부진 가운데,0,1
같 말,1,0
최근 금리,0,1
시세,0,1
자세 내용 동영상 확인,0,1
내내,1,0
장중 저점,1,0
아일랜드,0,1
시장 관심,1,0
충돌,1,0
조언,0,1
초반,0,1
처음,0,1
나스닥 종합,0,1
연결,1,0
금리 인하 가능성,1,0
환율 원대,1,0
쇼핑,1,0
수익률 달성,1,0
우려 지속,0,1
크 기업,0,1
지원 프로그램,1,0
관망 심리,0,1
금융위기 이전,1,0
로컬,0,1
개인파산,1,0
외국인 계약 순매수 이틀,0,1
방향 인상,1,0
취약계층,1,0
이후 구간,1,0
나라 코,1,0
분위기 역외,1,0
가량 주식,1,0
전년 동월 대비 감소,1,0
비스,1,0
출회 상승 폭,0,1
어업,1,0
마감 러시아,0,1
조달 규모,0,1
종료 상당기간,1,0
금리 하락 국내,1,0
전장 대비 틱 하락 외국인,0,1
조달 회사채,1,0
국내외 주식형펀드,1,0
기준금리 인하 후,0,1
온라인 금융,1,0
결과 종목명 모집 모집,0,1
IRS 시장 역외,1,0
지적 일,1,0
러시아 군대,0,1
수준 강조,0,1
해외 시장 진출,1,0
투자 가장,0,1
깨끗,1,0
대비 초과,0,1
후보 국회,1,0
배터리,0,1
지난해 중국,0,1
계약 순매수 대응 만기 국채선물,1,0
재정증권 발행 한은 RP,0,1
수요예측 흥행,0,1
국민주택채권,2,0
물가 전년 동월,0,1
호조 이유,1,0
특히 한국,0,1
장 재료,0,1
일부 완화,1,0
없 금융,0,1
수준 정도 예상,0,1
하락장,1,0
이용금액,1,0
렌터카 시장,0,1
美 분기,1,0
전망 별다른,0,1
설문조사 실시 결과 응답자 전원,1,0
매출액 감소,1,0
준비 필요,0,1
투자 내수,0,1
움직임 주목 필요,0,1
고용 조사,0,1
투자 경쟁,0,1
지표 지수,1,0
상승 영국 런던,1,0
최고 최대 배 온라인,1,0
전환 지역,1,0
예상 한참,1,0
시장 해석,0,1
금융기관 금리,0,1
대비 하루,1,0
펀드 구성,0,1
집중 온라인 대환,0,1
몽니,0,1
기각 결정,1,0
관세 부과,1,0
국채선물시장 약세 국채선물 거래일,1,0
지속 바람직,1,0
상하이지수 중국,1,0
기준금리 동결 결정 시장,1,0
스미싱,1,0
상한가 종목 상승,1,0
대출 여신 심사 가이드라인,1,0
현재 채권시장 국채선물 거래일 대비,1,0
장학금 전달,1,0
서부텍사스산원유 인도분 전날 배럴,0,1
다양 상품 서비스,1,0
글로벌 동향,1,0
홈페이지 게시판 궁금,0,1
금리 채권 가격 의미 국고채권,0,1
올해 차례 추가 금리,0,1
가격 동향 바탕 산출,1,0
전망 위험,1,0
유지 평가,2,0
국채선물 계약 순매도,0,1
소식 급등세,1,0
보좌,0,1
금리 거래일 같,1,0
매입 방법,1,0
중앙은행 자산,0,1
트 호텔 국제,0,1
강세 의미 외국인 국채선물,0,1
아웅,0,1
글로벌 채권펀드,0,1
기준금리 인상 가능성 부각,1,0
관계자 은행채 금리,1,0
한국은행 기준금리 인하 정부,0,1
통과 이후,0,1
절반 가량 차지,1,0
신용보증기금 특별 출연,0,1
일 새롭,0,1
상황 보다,0,1
선전 증시 창업판,0,1
동반 성장 펀드 조성,0,1
대통령 감세,1,0
케이뱅크 영업 시작,0,1
종이 문서,1,0
대외 통상 현안,1,0
국내은행 대출태도 지수 전망치,1,0
유지 아직,1,0
주방 용품,0,1
정보 연구소,1,0
지명 트럼프 대통령,1,0
외환시장 현물환 종가 비교 상승,1,0
주식형펀드 최고 성과,0,1
연준 추가 기준금리 인상,0,1
채권 국고,0,1
총부채 상환 비율 적용,2,0
금리 가입,1,0
선택 미국,1,0
이후 가장 크 상승,1,0
대출 크 폭,0,1
영향 정책,0,1
객원 교수,0,1
중심 달러,0,1
설명 단기,0,1
트럼프 시장,1,0
인상 미국 중앙은행 연방준비제도,0,1
이벤트 줄줄이,0,1
강화 골자,1,0
없 오후,1,0
최고 지급,1,0
판관비 절감,0,1
단독 연립,2,0
하락 마감 지난해,0,1
흐름 어렵,0,1
배럴 규모,1,0
상승 당분간,0,1
대출 금리 크,1,0
부동산 규제정책,0,1
집중 추진,0,1
간 원금,0,1
교통사고,0,1
프로그램 도입,1,0
확대 포트폴리오,1,0
경제 버팀목,1,0
수수료 면제 혜택 제공,1,0
대표 전화 사전,1,0
순매수 지수 상승,0,1
앞 보행 교 망월 건너편,0,1
관광 사업체,1,0
개발 호재 투자,0,1
상가 사업지,1,0
부동산 투자 흐름,1,0
증거 필요,1,0
기업 입주 첨단,1,0
흐름 갈수록 뚜렷 해지,1,0
통화정책 운용 과정 가계 부채,1,0
대리인,0,1
중국 증시 반등,1,0
P/E 배,1,0
없 한편,0,1
경기 펀더멘털,0,1
법정 이율,0,1
위례 시티,0,1
곳 외국인,1,0
임대인 감안 인테리어 설계 임차인,1,0
선물 달러,1,0
서비스 업계 최초,0,1
순매도 일,0,1
원화 달러 대비,0,1
마곡 프라이빗,1,0
정부 채무,1,0
사장 직,0,1
보장 제도 실시,0,1
지역 아파트 값,0,1
감사 안전,1,0
관계자 초저금리,0,1
공개 직후,1,0
판 양적완화,0,1
이상 임대,0,1
환율 아래,1,0
대출금 연체,0,1
금리 인상 시사 상승,0,1
전체 한도,1,0
버스 운행,1,0
가점,0,1
지난달 취업자수,1,0
개발사업 호재 집중,1,0
빠르 중국 투자자 휴양지 가치,1,0
메르스 확산,0,1
정보 아래 같,0,1
교수 세계,0,1
수립 지원,1,0
중심 수요자,1,0
오피스텔 공급물량,1,0
작 금액 투자,1,0
하락 마땅 투자처,1,0
제공 신뢰 운영 모델 모델하우스,0,1
분양시장 더욱,1,0
미혼,0,2
공간 별도 드레스룸,2,0
급 서비스 제공 가치,1,0
기준선 아래,0,1
난사,1,0
걱정 크,0,1
역내 시장,1,0
스마트워크,0,1
중도금 집단 대출,1,0
동계 향후 전망 투자,1,0
빌더 개발 호텔 부지,2,0
공략 속도,1,0
높 지역 부동산시장 화두 분양형호텔,1,0
분양형호텔 게스트하우스,1,0
예상 부분,0,1
신용 전망,1,0
대비 자본,0,1
유로달러환율 달러 달러엔 환율,1,0
발휘 경제,0,1
관리 업무,0,1
변수 말,0,1
일 부동산 인포,1,0
글로벌 강소기업,1,0
여건 때,0,1
금리 추가 매수,0,1
인상 간,0,1
시작 내년,0,1
사업 경쟁,0,1
달러화 거래,1,0
잔치 끝,1,0
공급 촉진 지구,1,0
규모 수출,1,0
하루 배럴 감소,0,1
상가 지속 인구 유입 배후,0,1
시대 저축,1,0
최근 주목,0,1
차이나 중국,0,1
대응 준비,1,0
미국 원유 생산량,1,0
달 기준금리 인상 가능성,1,0
소비자 기대,1,0
관계자 안심전환대출,0,1
조치 불구,0,1
활동 둔화,0,1
속도 성장,0,1
상가 오피스텔 대표 수익형 부동산,0,1
타운하우스 실수요자 투자자 문의,0,1
미군 관련 방위 산업체,1,0
녹록 판단,0,1
수익 투자처 투자자 이목,0,1
안 보험,0,1
기본기,1,0
발생 대규모,0,1
고용 성장세,1,0
가능 금리 초저금리 투자자 접근,0,1
불안 판단,0,1
대비 평균 임금 전년,0,1
등락 종합,0,1
축 공급,0,1
재정 대비 GDP 경상,0,1
생산 미국 광공업 생산,0,1
생산자 물가 수입 물가,1,0
일자 발표 국가 경제 이벤트,1,0
급격 전환,1,0
전치 전치 비농업 고용자수,0,1
생각 생각 생각,1,0
지방 지방 지방 지방,1,0
관련 원자재,0,1
소비 발,0,1
기준 금주 발표 주요,0,1
매크로 기재 내용,0,1
소폭 하락 경기,0,1
제조업 심리 개선,1,0
농축수산물 가격 오름,0,1
연간 아파트 입주 물량 월별,1,0
외환시장 외환시장 외환시장,0,1
니켈 소맥 아연 대두 철광석,1,0
소비자 물가 빠르,0,1
활용 최적,0,1
미국 소형 은행,1,0
경제 리서치 본부,1,0
경상 수지 수출,0,1
비 크,0,1
성장률 컨센서스 기준,1,0
위험 신용,0,1
지수 유로존 소매 판매 유로존,0,1
개선 주식시장,1,0
시코노믹스,0,1
불확실성 크 높,0,1
소멸 물가,1,0
중국 PMI 한국,0,1
확대 금융위기,1,0
경제 기우 리서치,0,1
고연 금융상황 지수 위험 대변,0,1
국채 수익률 스프레드 한국,0,1
공급 fed,0,1
지수 위험,1,0
보건 교통 통신 오락 문화,0,1
장성 자동차,0,1
생산 생산자,1,0
분배금 수익률,1,0
자산 매입 연장,0,1
개인 소득세 인하,1,0
소비 여력 비농업,0,1
비상사태 선언,0,1
생산 월비 직전 연속,0,1
전인대 개막,0,1
일본 향 수출,0,1
우려 재차 확대,0,1
유가 유가 평균 목 금,1,0
외환시장 압력 지수 신흥국,1,0
수지 급료 임금 수지 투자,1,0
인도 무역,0,1
헤알 도표,1,0
대만 캐나다,0,1
대비 SP500 기준,1,0
대출 정부 기관 은행,1,0
필요 데이터 기준 작성,0,1
최종 소비 자본,1,0
외국인 직접 투자 증가율 기준,1,0
물가 상승률 비철금속 물가,0,1
월별 신규 자금 조달,0,1
단계 목표,0,1
아시아 남,1,0
사전 제공 사실 외부 부당,1,0
국고채 다우존스 국채 SP 국채,1,0
전주 대비 증가 보유 채권,0,1
소비 빠르 회복,1,0
순환기 순환기 순환기,0,1
민감 민감 민감,1,0
기준 글로벌 주요국,0,1
부동산 소프트웨어 소프트웨어,0,1
중국 주택 건설부,0,1
미리 양회 지방 양회,1,0
지방 정부 지방 정부,0,1
소비 센터 국제,1,0
배럴 미국 석유 수입,0,1
석유 순수입 원자재 레시피,0,1
미국 부문 석유 소비,0,1
투기 순매수 포지션 선물 투기,1,0
뮤 츄 펀드,0,1
추이 국고채 순매수,0,1
고정 투자 소매,0,1
추이 엔달러 환율 추이,0,1
생산 자동,1,0
지수 도표 미국 중국,1,0
물가 도표 미국 비농업,1,0
스페인 브라질 멕시코,1,0
만기 기업 재고,1,0
수출금액 수출금액,1,0
폐쇄 폐쇄,0,1
한국 금리 한국 금리 국고채,1,0
cac40 도표 일본 중국 상하이종합지수,1,0
기준선 미국,1,0
평균 연말 한국은행 무역협회,1,0
생산 지역,1,0
내외 중국,0,1
공정무역 행위,1,0
수요 추이,1,0
기여 물가,1,0
신뢰지수 미시간대 후기 인플레이션,1,0
에너지 주거,1,0
음식료 주거,0,1
ISM 제조업 지수 한국 수출,0,1
제조업 PMI 유로,0,1
미니 애,1,0
부동산 상업,1,0
순환변동치 설비,0,2
착공 건축허가,1,0
국내 반도체 업황,0,1
멕시코 호주,1,0
총리 지지율,1,0
조한 성장,0,1
기준 일자 구분 아웃퍼폼,1,0
동 제공 시점 기관 투자,1,0
주가 하락국면 기업 투자,1,0
초과수익 불확실성 높,1,0
호황 생각 경제분석 지수 업종별,1,0
자동차 영업이익 자동차,0,1
수출 반도체 반도체,0,1
위험 제어,1,0
fed 예정,1,0
실업률 경제활동참가율 고용률 투자,1,0
고용 비농업 취업자 천명 민간,1,0
서비스 산업 취업자,1,0
매도 진정,1,0
EPS EPS,0,1
상승률 전년비,0,1
질소 비료,1,0
금리 기말,0,1
방향 지속,1,0
회복 중국 제조업,0,1
톤 중국,1,0
소재 산업재 경기소비재 필수소비재,1,0
증권 투자 증권 게재 내용,0,1
소득 개인 소비 핵심,1,0
특히 수요,1,0
파종,0,1
제한 유가,0,1
철강 주요,0,1
요인 위험,1,0
경제 성장률 경기,0,1
소매 판매 물량 수출 융자,1,0
고용자수 실업률 추이 경제활동참가율 취업,1,0
상대적 회복,0,1
발표 전치 중국,0,2
신뢰지수 소비자 신뢰지수,0,1
경기 부진 흐름,0,1
의존 확대,0,1
기조 국가,1,0
운항 결항 수익,0,1
PMI 글로벌 선진국,0,1
실업자 추이 ISM 제조업,1,0
GDP 전년 동기,0,1
철강 자동차 소매,1,0
산업 생산 주택,1,0
fed 자산 증감,0,1
상승 중심,0,1
구인 수요 취업자,0,1
환경 금융시장,0,1
확대 신용스프레드,1,0
유로존 제조업 PMI 미국,1,0
종합 그리스 전기동,1,0
으 강세,0,1
많 수익성,1,0
우려 완화 기대,1,0
금정위 금리 동결,1,0
언급 물가 상승률,0,1
외식 외식,0,1
국채 보유 잔액,1,0
노동 비용 지수,1,0
서비스업 고용 양호,1,0
비농업 취업자 증감 실업률 임금,0,1
잔액 조원,0,1
영국 호주 캐나다,0,1
소비자 물가 독일 생산자,0,1
증권 투자 증권 GDP,1,0
추이 유로존 소비자 물가,0,1
지수 기준 유로존 소비자,0,1
은행 서비스업 PMI 기준,1,0
기업 가격전가력,0,1
물가 금,0,1
주식 섹터,1,0
경계 정부,0,1
한국 주요 통화 신흥국,1,0
연간 한국,1,0
타이트 노동,0,1
예금 금리 중국,0,1
물가 상승률 상향,0,1
지지율 높,1,0
금번 fed,0,1
fed 위원 주요 경제 장기,1,0
섹터별 수익률 중국 섹터별 수익률,1,0
상회 컨센서스,1,0
코스피 지수 대비,1,0
과매수 과매도 과매수,1,0
선진 신흥 상대지수 선진,0,1
수익률 중국 섹터별 수익률,1,0
사례 존재,0,1
서비스 고용자수,1,0
채용 건수,1,0
주문 고용,0,1
작성 추천종목,0,1
제조업 PMI 프랑스,1,0
항셍 항셍,2,0
미국 비농업 구인,0,1
위험 면밀히 점검 판단 금융통화위원회,1,0
크레딧 시장 자금,1,0
증대 가계 대출 감소,1,0
평균 회사채 업종별 스프레드,0,1
은행채 특수채 회사채,1,0
많이 병,0,1
승연 조사,0,1
시스템 유통시장 표,0,1
주요국 금융 불안 우려 fed,0,1
강세 전환 장기,0,1
순발행 현황 상환,0,1
회사채 보간법,1,0
변동 구분 신용스프레드,0,1
신용스프레드 유럽,1,0
벤치마크 국채 회사채 수익 비교,0,1
스프레드 프랑스 프랑스,0,1
국채 금리 금리 멕시코 만기,1,0
저축은행 음식료 음식료 지주,1,0
시작 시작 마지막 마지막 마지막,0,1
지주 지주 셀 전기,0,1
회사 채무보증,1,0
셀 전기,1,0
자본 정성 추이,0,1
자산 ROA,1,0
사업비중 높,1,0
분석 신뢰 정보 정,0,1
원달러 원달러 달러인덱스 축,1,0
운송 창고 전문,1,0
더디 소비 회복 소폭 하회,0,1
국내 금리 글로벌 금리,0,1
상환 시티 민평 부채,1,0
금리 수익률 국고채,1,0
상환 금일 주요,1,0
물가채 회사채,0,1
대출 추이 변동 Fed,0,1
안 균 강,1,0
기준 금리 금리 금리,1,0
금리 도표 CD CP 특수채,1,0
도표 카드채 발행 만기 추이,0,1
정보 고려 최대,1,0
점자 장기추세 회복,0,1
발행 민평 환발 민평,1,0
수요예측 발행 일자 발행,0,1
유로 터키 유로,1,0
컨센서스 구분 개선,0,1
순발행 누적 순발행 현황,1,0
장단기스프레드 갭 회사채 스프레드 회사채,1,0
예정 유효경쟁 비,0,1
합계 신흥국 신흥국,0,1
민평 전자공시 시스템 예측,0,1
배 수요 미달액 기준,0,1
투자 증권 기관 외국인,1,0
영국 미국 베트남 국채,1,0
크레딧 해외 크레딧 자산 배,0,1
손익 책임준비금 전입액,1,0
크레딧 자산 배,1,0
구분 금주 금리,1,0
섹터별 금리 스프레드,0,1
판매 금통위 의사록 호주,0,1
이표채 통안채,0,1
채권시장 전주 대비,0,1
상환능력 연간 이자 부채,1,0
부채비율 유동비율 영업이익 세전이익,0,1
국고채 트레이드 증권,0,1
IRS 회사채 IRS 회사채 CRS,1,0
회사채 미국 미국 회사채,0,1
투신 은행 전주 대비 전월,1,0
국가 주간 외국인 증시,0,1
인도 종가 인니,1,0
CD 특수채 통안채 은행채,1,0
통안채 은행채 통안채,1,0
등급 등급 등급 평가 평가,0,1
결정 금리 개별 민평 대비,0,1
긍정적 부정적 보유 발행사,1,0
등급 등급 발행 발행 발행,0,1
상승 군장,0,1
연산 만기,1,0
감소 거래대금,1,0
표 회사채 유통시장,0,1
통안채 대비 이외,2,0
이외 테너 신용스프레드,0,1
길 조사 고객 투자,0,1
불가리아 리브,0,1
스프레드 동향 장단기스프레드,2,0
민평 국고채 스프레드,0,1
대비 가격 달러인덱스,1,0
국고채 버터 플라이 국고채 버터,0,1
포트폴리오 신규 종목 편입 편,0,1
개별 국가 점검,0,1
저평가 커브,0,1
편입 수익,0,1
수출 규제 수출,0,1
오스트리아 폴란드,1,0
주호 조사 고객 투자,0,1
확대 경로,0,2
금리 장기 금리 장기 금리,0,1
발표 일정 발표,0,1
엔달러 엔달러 엔달러 환율,0,1
상 기대,0,1
목표가격 컨센서스 변화 상승 여력,1,0
중남미 중남미 중남미 중남미,1,0
등락 에너지 소재 산업재,1,0
하락 하한가 이동평균 이격도 투자심리,1,0
증가 종목 외국인지분율 확대 종목,0,1
주간 순매수 순매도 상위 종목,0,1
외국인 누적 순매수 바트,1,0
음식료 의류 자동차 후구퉁,0,1
순 제약 그룹 완화 화학,1,0
미국 미국 미국 장기,0,1
MSCI 홍콩 항셍지수,0,1
전략 자산배분 소재,1,0
한국은행 기존,1,0
도우미 경기 확산 지수,1,0
주식 주간 채권 국가 누적,1,0
중국 환율조작국 지정 미국,0,1
지명 지명,0,1
생산능력 감축,1,0
부과 일본 수출자율규제 플라자합의 철강,1,0
성장률 성장률 성장률 컨센서스 컨센서스,0,1
월비 전년동기비,1,0
per per per per 배,0,1
증가 한국 경제,1,0
활성화 방안 서비스업 혁신 관계,1,0
컨센서스 단위 전월,0,1
운수 상하이 인터내셔널 포트,1,0
주요 주요 경제,1,0
주주 누적 누적 누적,0,1
성장률 성장률 스프레드 스프레드,0,1
발표 발표 발표 한국,1,0
보유 증권 보유 증권 국채,1,0
MMF 추이 월간 준비금 정부채,0,1
재무부 일반 계정 국채,1,0
흡수 요인 구분 대비,0,1
해외 채권 미국 국채,0,1
책 금리 추이,1,0
투자전략 회사채,0,1
신뢰지수 전월 전년,1,0
균형 모습,0,1
변동 금리 국고채,1,0
스프레드 변동 은행채 AAA등급,0,1
변동 국고채 공사채 은행채,0,1
요인 신용,0,1
ff 금리 실효금리,0,1
규모 참가자 시장,0,1
국고채 물 월간 금리,1,0
증권주 범위 마이너스값 약세 플러스,0,1
범위 마이너스값 약세,1,0
높 재무 부담,1,0
시장 우량등급,1,0
순상환 애 큐,1,0
투자 적합 펀더멘털,0,1
속 국고채 금리,1,0
국채 금리 상방 압력,0,1
증권 브라질,1,0
괴리율 저평가 괴리율,1,0
규모 일본 제외 아시아,1,0
기준 소비자 기대 지수,1,0
구분 순위 종목명 수익률 상위,0,1
고평가 순 ETF 괴리율,0,1
관련 간 주간사,1,0
조원 이하 이하 이하 초과,1,0
알루미늄 선물 대두 선물 현물,0,1
가격 산출 표시,0,1
리포트 증권 투자 관련 분쟁,1,0
만기 현황 발행 만기,0,1
회사채 등급간 스프레드,1,0
작성 확인 작성자 재형 전문투자자,0,1
스프레드 회사채 스프레드 여전채 회사채,0,1
주요 크레딧 신용스프레드 은행채,0,1
무보증 공모채 기준 이상거래,1,0
공사채 회사채 은행채 회사채,0,1
특별 작성자 애널리스트,0,1
PMI 기준 상,0,1
시점 숭어 먼저 망둥이 내년,1,0
전기 수입,1,0
출국 트레이드 증권 리서치,1,0
기업 주가 변화 측정,1,0
틱 외국인 국채선물 수급 외국인,0,1
유가 동향 원달러 동향,1,0
판단 정보 근거,0,1
증가 증가세 반전 수출,1,0
수정 수정 계획 수정 계획,1,0
대선 정국 예고,1,0
인하 의견 우세 연말,1,0
미국 양적완화 시행,1,0
원화 강세 엔화 약세,0,1
생각 분기 경제 성장률,0,1
경제 성장률 분기 성장률,1,0
분기 경제 성장률 분기 성장률,0,1
중국 임금,1,0
우려 물가 안정 환율,0,1
시나리오 제기,1,0
닉슨쇼크,1,0
환율 하락 필요,0,1
무역수지 유럽 위기,1,0
안정 요인 작용,1,0
유로 규모 만기 국채 발행,0,1
기타 환율 하락세,1,0
대통령 내년 대선,0,1
솔로몬 제도,0,2
금융 그룹 위상,0,1
유력 인수,2,0
문제 돈,1,0
부사장 미국,0,1
증가율 경제,0,1
신흥국 국내,1,0
기축통화 지위 유지,1,0
참여 대상,1,0
현상 지금,1,0
일부 영업 정지,1,0
의미 그렇,1,0
기준금리 만기 예금 기준금리,0,1
순자산 전달,0,1
반기 하반기,0,1
수요 분위기,0,1
부양책 ECB,0,1
평균 미국,1,0
외국인 복귀,1,0
구조개혁 박차,1,0
가속 국내,0,1
외환시장 원달러환율 거래일 거래 닷컴,1,0
일반 증권사,0,1
동안 기초자산 최초,0,1
증가 발표 시장 예상치,0,1
시점 지난해,1,0
거래 추가,0,1
상승 가까이,0,1
수익 누적,1,0
